Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	TB66RL	TB66RR	TB65RL	TB61RR	TB68RR	TB61RL	TB64RL	TB64RR	TB65RR	TB68RL
16	91647506	91679222	+	Son	protein_coding	Son	ensembl_havana	379.019	413.155	386.066	411.437	393.036	409.343	410.82	391.801	408.55	399.668
19	40294753	40513780	-	Sorbs1	protein_coding	Sorbs1	ensembl_havana	21.5531	20.9131	21.879	21.8882	20.7252	19.2412	20.3956	22.622	20.3887	19.8017
8	45507788	45827907	+	Sorbs2	protein_coding	Sorbs2	ensembl_havana	47.2687	45.4814	46.0554	42.6408	46.9653	41.9844	43.0536	47.939	44.4023	45.3109
8	45723325	45819298	-	Sorbs2os	lncRNA	Sorbs2os	havana	0.185105	0.114331	0.0967194	0.2005	0.0766975	0.221625	0.292392	0.187911	0.145096	0.0851308
14	70180468	70211990	-	Sorbs3	protein_coding	Sorbs3	ensembl_havana	2.40516	2.60984	2.20087	2.09317	2.87798	2.96432	3.15036	2.53555	2.10811	2.25342
19	50143299	50678647	-	Sorcs1	protein_coding	Sorcs1	ensembl_havana	28.3981	27.2486	27.6224	27.7332	27.3566	27.6696	24.9424	28.8572	26.445	24.2659
5	36017180	36398140	-	Sorcs2	protein_coding	Sorcs2	ensembl_havana	13.5887	15.8694	13.3443	15.9542	15.2649	16.0976	15.2317	14.3395	15.76	15.7627
19	48206025	48805506	+	Sorcs3	protein_coding	Sorcs3	ensembl_havana	3.9407	4.63085	3.92929	4.5425	4.44276	5.45383	4.56852	3.83145	4.51727	4.07095
2	122234749	122265341	+	Sord	protein_coding	Sord	ensembl_havana	2.79492	3.0398	3.10952	2.90968	2.80774	3.51832	2.97928	3.36747	2.73464	2.09022
9	41964720	42124298	-	Sorl1	protein_coding	Sorl1	ensembl_havana	41.7187	47.1688	42.6199	44.667	41.1329	47.5861	48.6503	43.9951	46.4546	44.6201
3	108284082	108361512	+	Sort1	protein_coding	Sort1	ensembl_havana	49.9139	50.6224	48.7073	52.7491	50.1723	52.4074	52.2021	50.014	54.8533	50.6356
17	80393751	80480454	-	Sos1	protein_coding	Sos1	ensembl_havana	25.8825	24.8758	23.2316	21.8324	22.5526	20.9184	23.0804	24.331	22.8871	22.0444
12	69583762	69681853	-	Sos2	protein_coding	Sos2	ensembl_havana	19.5921	18.6812	19.1308	16.5108	19.4887	16.4036	17.5268	17.9737	18.4033	18.1859
11	101962458	101967016	-	Sost	protein_coding	Sost	ensembl_havana	0.0186005	0.00888698	0.021571	0.0557667	0.0329275	0.0422953	0.0001	0.00949057	0.022407	0.0001
12	36314139	36318453	+	Sostdc1	protein_coding	Sostdc1	ensembl_havana	0.527363	0.448236	0.450991	0.489967	0.96304	0.738518	0.552207	0.601096	0.490855	0.531543
11	53476573	53480275	-	Sowaha	protein_coding	Sowaha	ensembl_havana	2.03515	1.88051	1.56748	1.7035	1.78373	1.49803	1.6889	1.75614	1.82928	1.78575
5	93041123	93045023	-	Sowahb	protein_coding	Sowahb	ensembl_havana	0.712368	0.66791	0.558346	0.690367	0.601937	0.506444	0.584683	0.910985	0.691618	0.712233
10	59221953	59226435	+	Sowahc	protein_coding	Sowahc	havana	4.78247	4.51661	4.54121	5.25504	4.74914	5.17957	4.14631	4.29159	4.14921	4.10284
8	12395295	12400127	+	Sox1	protein_coding	Sox1	havana	0.0556014	0.0791828	0.0108355	0.0669	0.021985	0.0106488	0.086705	0.00949057	0.323552	0.0001
15	79154908	79165241	-	Sox10	protein_coding	Sox10	ensembl_havana	0.0556014	0.0528219	0.064513	0.0335	0.08764	0.0211977	0.0217512	0.065834	0.022407	0.0426154
12	27334264	27342575	-	Sox11	protein_coding	Sox11	ensembl_havana	2.45141	2.32865	2.25455	1.8371	1.66336	1.65627	2.25183	2.77032	2.00773	2.31719
2	152393611	152398064	-	Sox12	protein_coding	Sox12	ensembl_havana	8.91734	8.98921	7.79407	7.59308	6.99237	7.78509	8.94205	10.6022	8.42101	8.03555
1	133382303	133424378	-	Sox13	protein_coding	Sox13	ensembl_havana	0.81412	0.93152	0.848204	0.957567	1.3132	0.886201	0.996057	1.08941	1.01507	1.09487
11	69655314	69656728	+	Sox15	protein_coding	Sox15	ensembl_havana	0.0463511	0.0791828	0.0859839	0.2339	0.0766975	0.126686	0.162484	0.15974	0.0670211	0.18079
1	4490931	4497355	-	Sox17	protein_coding	Sox17	ensembl_havana	0.351609	0.518532	0.472462	0.456567	0.404972	0.348211	0.335694	0.206693	0.37932	0.37211
2	181669836	181671641	-	Sox18	protein_coding	Sox18	ensembl_havana	0.0556014	0.114331	0.043042	0.0780334	0.240835	0.168881	0.0542281	0.0940057	0.200863	0.127646
8	12385771	12436769	+	Sox1ot	lncRNA	Sox1ot	ensembl_havana	0.0371009	0.105544	0.0108355	0.0891667	0.109525	0.0422953	0.0434025	0.0470528	1.29391	0.0001
3	34650405	34652462	+	Sox2	protein_coding	Sox2	ensembl_havana	4.0887	3.97181	3.77899	3.12857	2.9874	3.12255	3.39934	4.01926	3.44654	3.35882
3	34104270	34682620	+	Sox2ot	lncRNA	Sox2ot	ensembl_havana	5.10623	5.77314	4.70225	4.72063	4.65066	5.93909	4.27622	4.81747	7.9414	4.91063
11	45980310	46017995	+	Sox30	protein_coding	Sox30	ensembl_havana	0.379359	0.263709	0.268487	0.289567	0.459685	0.316565	0.357345	0.187911	0.334705	0.233935
13	28948919	28953714	-	Sox4	protein_coding	Sox4	ensembl_havana	5.35598	5.56226	4.54121	4.1751	4.53029	4.48335	3.99475	5.70018	3.99306	4.38982
6	143828425	144781978	-	Sox5	protein_coding	Sox5	ensembl_havana	5.8925	6.65183	6.46286	6.20137	6.62031	7.06782	6.23566	6.01007	6.8149	7.24897
6	144670427	144672721	-	Sox5it	lncRNA	Sox5it	havana	0.203605	0.105544	0.0967194	0.0891667	0.197065	0.105588	0.0650537	0.0470528	0.0558676	0.127646
7	115470872	116038797	-	Sox6	protein_coding	Sox6	ensembl_havana	8.51032	8.98039	9.24335	8.63955	8.98387	7.81678	8.36829	8.74273	9.75945	9.35349
14	63943673	63950733	+	Sox7	protein_coding	Sox7	ensembl_havana	0.222106	0.307644	0.0645129	0.1003	0.142352	0.0950394	0.119182	0.16913	0.178556	0.138275
17	25565892	25570687	-	Sox8	protein_coding	Sox8	ensembl_havana	4.82872	4.59569	3.8112	4.2419	4.51935	4.12469	4.78503	4.91137	3.56923	4.40044
11	112782224	112787761	+	Sox9	protein_coding	Sox9	ensembl_havana	1.17488	1.23028	0.794526	0.823967	0.984925	0.886201	1.19092	1.33356	1.00392	1.21179
15	102406143	102436405	+	Sp1	protein_coding	Sp1	ensembl_havana	35.4936	37.5818	34.5468	38.5888	35.3448	37.8067	38.6578	37.8812	34.8433	35.7344
1	85649988	85709999	+	Sp100	protein_coding	Sp100	ensembl_havana	0.259106	0.360366	0.309538	0.423167	0.426857	0.280489	0.281566	0.32877	0.200863	0.297708
1	85576899	85598818	-	Sp110	protein_coding	Sp110	ensembl_havana	0.236213	0.110017	0.208224	0.100268	0.0985825	0.126686	0.0813077	0.212595	0.0238588	0.0638731
1	85600378	85645038	+	Sp140	protein_coding	Sp140	ensembl_havana	0.0463512	0.105544	0.0349211	0.1003	0.0001	0.0317465	0.0975306	0.0951919	0.0670211	0.0107289
11	96953341	96982960	-	Sp2	protein_coding	Sp2	ensembl_havana	2.42366	1.71356	2.59809	2.08203	2.31991	2.04657	2.03531	1.91578	2.44272	1.95581
2	72936427	72980447	-	Sp3	protein_coding	Sp3	ensembl_havana	51.726	46.0273	49.2554	45.8801	47.3813	45.2745	45.2292	44.1933	47.225	44.9924
2	72979424	72988678	+	Sp3os	lncRNA	Sp3os	ensembl_havana	0.249856	0.237348	0.450991	0.322967	0.17518	0.422053	0.227438	0.244255	0.423934	0.435883
12	118234933	118301441	-	Sp4	protein_coding	Sp4	ensembl_havana	71.1828	65.5685	75.2011	70.3851	74.1903	68.8111	74.276	80.4402	71.8196	67.4402
11	97013394	97024735	+	Sp6	protein_coding	Sp6	ensembl_havana	4.02396	5.45683	4.27283	6.88045	5.30721	6.82521	4.9474	5.29641	4.82958	4.5705
15	102356606	102367183	-	Sp7	protein_coding	Sp7	ensembl_havana	0.481112	0.342792	0.461726	0.356367	0.328375	0.390407	0.476427	0.394504	0.446241	0.680346
9	37603290	37613723	-	Spa17	protein_coding	Spa17	ensembl_havana	1.07313	0.984242	1.19174	1.0021	0.645707	0.938946	0.96358	1.02367	1.08199	0.861037
4	43730034	43759463	+	Spaar	protein_coding	Spaar	ensembl_havana	0.268357	0.342792	0.236281	0.311833	0.251777	0.4537	0.498079	0.197302	0.312398	0.329594
4	34024874	34050192	-	Spaca1	protein_coding	Spaca1	ensembl_havana	0.0371009	0.017674	0.043042	0.0001	0.0001	0.0317465	0.0109256	0.0282717	0.022407	0.0319866
17	17827158	17843010	+	Spaca6	protein_coding	Spaca6	ensembl_havana	18.3803	18.0222	18.2397	15.776	15.8339	17.1103	17.2237	19.4292	19.4184	16.156
15	36178099	36235622	+	Spag1	protein_coding	Spag1	ensembl_havana	7.88129	8.18956	6.6239	7.4817	8.51336	7.94336	7.22079	8.00086	7.43949	7.53595
1	69826970	70725133	+	Spag16	protein_coding	Spag16	ensembl_havana	0.0556014	0.00888698	0.0108355	0.0669	0.0548125	0.0106488	0.0542281	0.0188811	0.022407	0.0107289
2	156065175	156070618	+	Spag4	protein_coding	Spag4	ensembl_havana	0.518113	0.615189	0.654965	0.7015	0.48157	0.527541	0.682114	0.695002	0.624697	0.637831
11	78301529	78322458	+	Spag5	protein_coding	Spag5	ensembl_havana	18.2879	19.4105	18.0035	19.5614	18.3397	21.0978	20.3414	18.4901	20.3553	19.9505
2	18694032	18750414	+	Spag6	protein_coding	Spag6	ensembl_havana	0.120353	0.123118	0.0645129	0.0669	0.065755	0.116137	0.184136	0.131568	0.0558676	0.074502
16	16753016	16829457	-	Spag6l	protein_coding	Spag6l	ensembl_havana	0.194355	0.193414	0.257752	0.3007	0.229892	0.390407	0.162484	0.216083	0.290091	0.265821
11	70663771	70669417	-	Spag7	protein_coding	Spag7	ensembl_havana	13.5054	13.1806	14.8902	13.9279	13.5469	14.3148	12.8826	13.0812	14.0647	12.9035
4	43651335	43653595	-	Spag8	protein_coding	Spag8	ensembl_havana	0.573614	0.448236	0.493932	0.835101	0.667592	0.685774	0.671289	0.375723	0.502008	0.659089
11	93996091	94126086	+	Spag9	protein_coding	Spag9	ensembl_havana	101.892	105.886	110.375	108.227	108.59	105.699	103.244	103.859	107.332	106.615
11	55394500	55423184	-	Sparc	protein_coding	Sparc	ensembl_havana	62.756	65.8314	51.7447	64.073	55.7074	67.3028	64.5199	69.2159	73.0661	47.5746
5	104079111	104113734	-	Sparcl1	protein_coding	Sparcl1	ensembl_havana	88.8763	82.1336	90.7458	82.1312	81.5222	78.2841	80.1434	85.3578	79.1363	77.7831
17	74338987	74391116	+	Spast	protein_coding	Spast	ensembl_havana	25.3181	23.6811	23.0277	24.1593	24.7959	22.7328	24.2495	22.8568	24.1922	23.7237
3	146457196	146499754	-	Spata1	protein_coding	Spata1	ensembl_havana	25.1977	22.1696	25.9478	24.3264	25.3648	22.6906	24.2603	29.186	23.9579	23.9575
14	60634001	60764557	+	Spata13	protein_coding	Spata13	ensembl_havana	4.31996	3.9806	3.11339	4.23077	3.40322	4.12469	4.49273	4.20708	3.92613	3.5714
1	187044648	187215466	-	Spata17	protein_coding	Spata17	ensembl_havana	0.138853	0.0440349	0.0859839	0.311833	0.065755	0.0739418	0.108356	0.103396	0.145096	0.117017
5	73651379	73679513	+	Spata18	protein_coding	Spata18	ensembl_havana	0.00935023	0.0001	0.0108355	0.0669	0.0001	0.0001	0.0325769	0.0001	0.022407	0.0107289
9	27396800	27401786	+	Spata19	protein_coding	Spata19	ensembl_havana	0.0186005	0.0352479	0.0001	0.0001	0.0110425	0.0317465	0.140833	0.0188811	0.0001	0.0001
2	167481133	167492888	-	Spata2	protein_coding	Spata2	ensembl_havana	5.04147	5.32501	4.68078	4.7429	5.23061	4.28292	4.55769	4.39489	5.33148	5.4527
11	94478904	94486180	-	Spata20	protein_coding	Spata20	ensembl_havana	0.0186005	0.0264609	0.0001	0.0001	0.0110425	0.0317465	0.0325769	0.065834	0.0893281	0.0957597
4	141088333	141112761	+	Spata21	protein_coding	Spata21	ensembl_havana	0.0463511	0.0001	0.0001	0.0335	0.0001	0.0001	0.0109256	0.0001	0.0781746	0.0001
11	73329741	73346045	+	Spata22	protein_coding	Spata22	ensembl_havana	0.0371009	0.0352479	0.0001	0.0001	0.021985	0.0001	0.0001	0.131568	0.0001	0.0107289
18	35656689	35662187	-	Spata24	protein_coding	Spata24	ensembl_havana	0.451663	0.37794	0.322159	0.746034	0.766075	0.648758	0.584476	0.4978	0.757054	0.572969
2	164826389	164828538	-	Spata25	protein_coding	Spata25	ensembl_havana	0.00935023	0.0001	0.0108355	0.0446334	0.0001	0.0211977	0.0975306	0.0001	0.0001	0.0532443
8	123229801	123236234	-	Spata2l	protein_coding	Spata2l	ensembl_havana	0.851121	0.905159	1.12733	0.723767	0.711362	0.727969	1.00688	0.873423	0.925842	0.871666
13	59699806	59710331	-	Spata31d1a	protein_coding	Spata31d1a	ensembl_havana	0.0001	0.00888698	0.0001	0.0001	0.0001	0.0211977	0.0001	0.00949057	0.111635	0.0213577
11	103208127	103218433	-	Spata32	protein_coding	Spata32	ensembl_havana	0.00935023	0.0001	0.021571	0.0112333	0.0001	0.0950394	0.0001	0.112787	0.100482	0.0638731
8	123212832	123222047	+	Spata33	protein_coding	Spata33	ensembl_havana	3.98694	4.49903	4.48755	3.98584	4.21295	3.91372	3.31274	3.78451	4.16036	3.98592
11	11462094	11515193	+	Spata48	protein_coding	Spata48	ensembl_havana	0.305358	0.193414	0.247016	0.345233	0.4378	0.284918	0.433125	0.263036	0.256631	0.265821
3	37419896	37579097	+	Spata5	protein_coding	Spata5	ensembl_havana	10.1938	10.65	10.3706	10.432	9.12617	9.44127	9.56996	9.22161	10.1498	9.56604
2	122630646	122632931	+	Spata5l1	lncRNA	Spata5l1	ensembl_havana	0.601365	0.711845	0.644229	0.779434	0.809845	0.696323	0.725417	0.751346	0.624697	0.712233
4	111719984	111829185	+	Spata6	protein_coding	Spata6	ensembl_havana	2.76592	2.97889	2.53368	3.5071	3.02023	2.69005	3.39934	2.62946	2.46503	2.62543
12	98628157	98669816	+	Spata7	protein_coding	Spata7	ensembl_havana	14.0142	12.9521	16.4147	13.9279	15.057	14.2305	12.233	14.4804	13.9085	16.2197
13	75967150	75998973	+	Spata9	protein_coding	Spata9	ensembl_havana	0.0186005	0.017674	0.0323065	0.0669	0.0001	0.0317465	0.0217512	0.0846151	0.0112535	0.0001
10	76562272	76570202	+	Spatc1l	protein_coding	Spatc1l	ensembl_havana	0.194355	0.17584	0.107455	0.189367	0.13141	0.105588	0.130007	0.112787	0.111635	0.148904
17	45440578	45475416	-	Spats1	protein_coding	Spats1	ensembl_havana	0.41636	0.55368	0.289958	0.556767	0.328375	0.706871	0.400648	0.347551	0.41278	0.393367
15	99125916	99213216	+	Spats2	protein_coding	Spats2	ensembl_havana	10.1661	10.1139	11.9594	10.5656	10.0672	9.85274	10.7067	10.9026	11.8786	10.8628
1	57774162	57948395	+	Spats2l	protein_coding	Spats2l	ensembl_havana	1.73914	1.90687	2.06131	1.65897	1.8275	1.7934	1.51569	1.53076	1.65082	1.84952
9	21755442	21760304	-	Spc24	protein_coding	Spc24	ensembl_havana	0.0833521	0.0703958	0.0645129	0.111433	0.0766975	0.0422953	0.0975306	0.112787	0.18971	0.212677
2	69193895	69206195	-	Spc25	protein_coding	Spc25	ensembl_havana	19.333	19.3314	27.8585	22.4116	26.8748	25.4651	20.6122	19.9833	28.2298	27.0184
14	30999826	31001673	-	Spcs1	protein_coding	Spcs1	ensembl_havana	4.20896	5.24593	4.4768	5.63358	4.09259	5.28507	4.88247	4.14135	4.75149	4.44297
7	99837569	99863463	-	Spcs2	protein_coding	Spcs2	ensembl_havana	20.4551	19.8772	20.6933	20.3407	20.1516	20.2397	19.5317	19.2117	20.184	20.0084
2	129378271	129379397	-	Spcs2-ps	unprocessed_pseudogene	Spcs2-ps	havana	0.320982	0.23626	0.198211	0.334226	0.32186	0.256869	0.290246	0.330372	0.204854	0.303469
8	54520433	54529999	-	Spcs3	protein_coding	Spcs3	ensembl_havana	5.36523	5.9401	5.4752	6.3461	6.43429	6.97287	5.46704	5.64383	5.8557	5.77157
17	27714352	27728956	-	Spdef	protein_coding	Spdef	ensembl_havana	0.0371009	0.0440349	0.0859839	0.2339	0.0110425	0.0001	0.0758793	0.103396	0.167403	0.0319866
11	34809190	34833642	-	Spdl1	protein_coding	Spdl1	ensembl_havana	0.425611	0.334005	0.247016	0.389767	0.26272	0.516992	0.303217	0.234864	0.312398	0.329594
17	71552061	71589534	+	Spdya	protein_coding	Spdya	ensembl_havana	0.305358	0.421042	0.482548	0.619636	0.328375	0.450155	0.357346	0.234864	0.545469	0.425025
5	143181017	143205076	+	Spdye4b	protein_coding	Spdye4b	ensembl_havana	0.00935023	0.0001	0.021571	0.0112333	0.021985	0.0001	0.0001	0.0001	0.0447141	0.0319866
11	61956763	62223014	+	Specc1	protein_coding	Specc1	ensembl_havana	15.0502	12.5479	12.4747	12.5808	11.7961	13.7453	12.98	12.3863	12.6482	11.7025
10	75212073	75312744	+	Specc1l	protein_coding	Specc1l	ensembl_havana	37.7775	36.9319	38.7333	37.0625	38.3535	37.6276	33.7652	38.5568	40.5653	37.5728
10	44169911	44219584	+	Speer5-ps1	transcribed_processed_pseudogene	Speer5-ps1	havana	0.0278507	0.0264609	0.0001	0.0112333	0.0001	0.0001	0.0434025	0.0001	0.022407	0.0107289
2	131170261	131187283	-	Spef1	protein_coding	Spef1	ensembl_havana	1.35063	1.54661	1.39571	1.8037	1.95881	1.69846	2.30596	1.1927	2.00773	2.06209
7	139972303	139978756	-	Spef1l	protein_coding	Spef1l	ensembl_havana	0.129603	0.114331	0.150397	0.0446334	0.109525	0.116137	0.0758793	0.131568	0.145096	0.0851308
15	9578193	9748869	-	Spef2	protein_coding	Spef2	ensembl_havana	1.48939	1.25664	1.35277	1.42517	1.09435	1.64572	1.13679	1.35234	1.12661	1.28619
1	75375297	75432321	+	Speg	protein_coding	Speg	ensembl_havana	10.1291	11.5989	10.6712	9.25189	9.8374	11.1924	11.1722	10.9589	11.1536	10.2144
11	69820876	69822181	-	Spem1	protein_coding	Spem1	ensembl_havana	0.314608	0.351579	0.354371	0.3341	0.448742	0.232174	0.205787	0.140959	0.323552	0.287079
4	141467890	141538598	-	Spen	protein_coding	Spen	ensembl_havana	26.9362	25.3854	24.3267	20.942	22.6401	24.062	26.4473	28.8765	23.155	26.817
2	122053520	122118387	-	Spg11	protein_coding	Spg11	ensembl_havana	18.1861	22.2047	20.3224	22.367	18.1534	23.5978	20.2549	18.6779	19.7417	20.0248
3	55112108	55137323	+	Spg20	protein_coding	Spg20	ensembl_havana	14.7913	12.6095	14.4071	14.2062	12.4089	12.5005	12.0923	14.0672	14.3323	11.83
9	65460947	65488471	+	Spg21	protein_coding	Spg21	ensembl_havana	6.95629	7.74142	6.64538	8.07178	6.85011	8.2282	7.84869	6.43265	6.88182	6.86635
8	123062942	123097761	+	Spg7	protein_coding	Spg7	ensembl_havana	19.9066	23.7337	23.5539	27.1544	24.555	27.3109	24.6933	21.7486	25.8094	24.0744
11	116530925	116536675	+	Sphk1	protein_coding	Sphk1	ensembl_havana	0.906623	0.993028	1.20247	1.1691	0.777017	1.3609	1.11514	1.07063	0.925842	0.871666
7	45709467	45718003	-	Sphk2	protein_coding	Sphk2	ensembl_havana	4.85647	4.34087	4.18694	4.8431	4.47558	5.46438	5.85674	5.26821	5.05265	4.99566
1	83254139	83408201	-	Sphkap	protein_coding	Sphkap	ensembl_havana	137.795	137.921	141.462	135.252	144.828	143.562	138.775	135.974	140.814	143.189
2	91082390	91115757	+	Spi1	protein_coding	Spi1	ensembl_havana	0.0278507	0.0616089	0.0537775	0.0335	0.0985825	0.0950394	0.0109256	0.0188811	0.0447141	0.0213577
7	44525993	44532072	-	Spib	protein_coding	Spib	ensembl_havana	0.0278507	0.0616089	0.0323065	0.0223667	0.0329275	0.0211977	0.0434025	0.0001	0.0558676	0.0001
16	44347121	44388498	+	Spice1	protein_coding	Spice1	ensembl_havana	5.8555	6.59912	5.85094	7.65984	6.09507	8.39697	7.17749	6.41385	6.82605	6.63251
16	15889224	16146852	-	Spidr	protein_coding	Spidr	ensembl_havana	2.72892	2.82072	2.08279	3.4403	2.72478	3.19639	3.11788	3.69998	2.17504	2.57228
13	51100880	51152547	+	Spin1	protein_coding	Spin1	ensembl_havana	19.4715	23.4256	18.7231	23.1356	22.7712	23.8819	22.5933	20.049	21.9839	21.6726
X	153832225	153834244	+	Spin2c	protein_coding	Spin2c	ensembl_havana	0.249856	0.360366	0.526139	0.5011	0.415915	0.464248	0.487253	0.403895	0.446241	0.478398
X	95022510	95026683	-	Spin4	protein_coding	Spin4	ensembl_havana	0.314608	0.246135	0.440255	0.412034	0.448742	0.791262	0.281566	0.356942	0.435087	0.531543
19	7354078	7382995	-	Spindoc	protein_coding	Spindoc	ensembl_havana	5.28198	5.19321	4.19768	5.46657	4.88045	6.30829	5.31548	5.1743	4.85188	4.69805
18	62548911	62668071	+	Spink10	protein_coding	Spink10	ensembl_havana	0.101853	0.0616089	0.128926	0.144833	0.164237	0.116137	0.0650537	0.0188811	0.0893281	0.0638731
18	44190045	44196178	-	Spink11	protein_coding	Spink11	ensembl_havana	0.0371009	0.0001	0.0001	0.0001	0.0001	0.0422953	0.0001	0.0282717	0.0001	0.0426154
18	62607535	62741388	-	Spink13	protein_coding	Spink13	ensembl_havana	0.0833521	0.237348	0.150397	0.144833	0.186122	0.168881	0.194961	0.131568	0.100482	0.18079
2	119237362	119249528	+	Spint1	protein_coding	Spint1	ensembl_havana	0.305358	0.369153	0.322165	0.4677	0.240835	0.274369	0.238264	0.291208	0.312398	0.435883
7	29256323	29281913	-	Spint2	protein_coding	Spint2	ensembl_havana	7.35403	7.51296	6.19447	6.45743	7.92244	7.73241	7.43734	6.1509	8.28713	6.76006
18	67488209	67610791	-	Spire1	protein_coding	Spire1	ensembl_havana	37.7312	36.7733	36.2432	35.6264	37.1167	34.8847	36.4064	37.5059	36.6511	35.8826
8	123332713	123369516	+	Spire2	protein_coding	Spire2	ensembl_havana	5.53176	5.25473	6.15155	5.82284	5.87621	6.63534	5.84595	4.97712	5.40956	5.41015
7	127132232	127137824	-	Spn	protein_coding	Spn	ensembl_havana	0.00935023	0.0001	0.0001	0.0891667	0.0001	0.0001	0.0650537	0.0001	0.022407	0.0426154
7	126370060	126377451	-	Spns1	protein_coding	Spns1	ensembl_havana	7.89054	9.08583	6.83862	10.5322	8.22886	12.2473	9.21272	6.47021	7.95255	9.58733
11	72451638	72489905	-	Spns2	protein_coding	Spns2	ensembl_havana	3.70019	3.61154	3.82194	3.0395	3.03117	3.38628	4.04888	3.30558	3.34615	3.1675
11	72494919	72550507	-	Spns3	protein_coding	Spns3	ensembl_havana	0.0278507	0.114331	0.0752484	0.1337	0.0110425	0.168881	0.0758793	0.0376623	0.0447141	0.0107289
2	172977700	172993577	+	Spo11	protein_coding	Spo11	ensembl_havana	0.00935023	0.0001	0.0108355	0.0001	0.021985	0.0317465	0.0109256	0.0188811	0.0001	0.0107289
4	129929249	129957116	+	Spocd1	protein_coding	Spocd1	havana	0.0278507	0.0703958	0.0108355	0.122583	0.04387	0.0422953	0.0325769	0.0470528	0.022407	0.0213577
13	57421195	57908333	-	Spock1	protein_coding	Spock1	ensembl_havana	5.39299	4.73628	5.38932	5.08803	5.78868	4.39896	4.65512	6.30118	5.75531	4.91063
10	60106219	60135199	+	Spock2	protein_coding	Spock2	ensembl_havana	91.6778	92.9905	89.424	87.1568	89.8036	93.0413	94.8261	86.0171	89.1151	91.4
8	62951009	63357104	+	Spock3	protein_coding	Spock3	ensembl_havana	16.8171	15.5004	16.5863	17.268	17.3221	15.3696	14.7121	17.2505	17.8905	16.2092
7	113765998	114043371	+	Spon1	protein_coding	Spon1	ensembl_havana	34.1613	33.0391	31.3906	35.649	33.4076	34.7268	36.2226	37.2245	36.1822	31.3871
5	33198184	33218456	-	Spon2	protein_coding	Spon2	ensembl_havana	0.129603	0.219774	0.21481	0.289567	0.164237	0.232174	0.389822	0.291208	0.713925	0.223306
11	95414080	95493407	+	Spop	protein_coding	Spop	ensembl_havana	58.0347	52.9328	58.4848	52.2276	52.7763	49.3267	46.9724	59.3231	53.3152	52.4419
2	23506220	23572107	-	Spopl	protein_coding	Spopl	ensembl_havana	18.2508	17.5476	19.1522	19.6393	19.6419	19.8952	16.2926	17.7953	19.4519	17.9523
2	30173453	30178460	-	Spout1	protein_coding	Spout1	ensembl_havana	3.9592	4.55175	4.26209	4.67611	4.53029	5.19012	4.63346	3.12716	4.58419	5.10195
5	104435118	104441051	+	Spp1	protein_coding	Spp1	ensembl_havana	4.76395	3.83123	4.90623	4.26417	3.68772	3.5867	3.59421	4.33853	3.69191	3.79459
1	88406961	88426439	+	Spp2	protein_coding	Spp2	ensembl_havana	0.0001	0.0001	0.021571	0.0001	0.0110425	0.0422953	0.0001	0.0188811	0.0112535	0.0001
2	126890391	126933236	-	Sppl2a	protein_coding	Sppl2a	ensembl_havana	15.892	16.8447	14.9976	15.7872	17.9786	16.9943	14.6796	15.8326	17.4553	15.7733
10	80855275	80868709	+	Sppl2b	protein_coding	Sppl2b	ensembl_havana	11.3871	12.3107	8.85686	11.6233	11.9165	13.3022	13.0558	10.602	11.6667	11.8832
5	115011137	115098791	+	Sppl3	protein_coding	Sppl3	ensembl_havana	12.6682	14.5437	12.8228	11.6161	13.8467	12.4345	13.1983	11.8036	13.5438	14.1747
6	85130176	85137767	-	Spr	protein_coding	Spr	ensembl_havana	3.37644	2.99646	3.39252	3.72977	2.93269	3.71328	3.02045	2.82667	3.44654	3.57139
6	85152621	85156224	+	Spr-ps1	transcribed_unprocessed_pseudogene	Spr-ps1	havana	0.00935023	0.0001	0.0108355	0.0223667	0.0001	0.0001	0.0217512	0.00949057	0.0001	0.0426154
2	117121374	117182280	+	Spred1	protein_coding	Spred1	ensembl_havana	39.4616	44.6292	35.7064	41.895	42.2382	39.9907	38.8208	39.9474	41.0563	39.784
11	19924375	20024027	+	Spred2	protein_coding	Spred2	ensembl_havana	2.58091	2.3638	1.9647	1.7369	2.92175	1.89889	2.36009	2.33836	1.94081	2.16839
7	29158829	29170412	-	Spred3	protein_coding	Spred3	ensembl_havana	18.7966	18.6988	17.8317	14.0392	16.5342	15.0216	17.1587	15.5884	18.4815	17.9841
7	140150628	140154878	-	Sprn	protein_coding	Sprn	ensembl_havana	6.35501	6.08069	6.68831	7.89364	6.58748	7.6269	6.47382	6.59228	6.61414	6.962
8	124897886	124906162	+	Sprtn	protein_coding	Sprtn	ensembl_havana	6.355	6.63427	6.78493	6.39064	7.17838	6.29775	6.58208	6.37629	6.92644	7.2596
3	37639947	37644599	+	Spry1	protein_coding	Spry1	ensembl_havana	2.34966	2.04747	2.07205	1.41403	1.86032	1.70901	1.74302	1.65284	1.76236	1.76449
14	105891947	105896820	-	Spry2	protein_coding	Spry2	ensembl_havana	11.2761	12.5743	11.2724	13.2933	12.4855	14.2832	13.1208	13.2784	11.3878	13.6901
18	38586247	38601416	-	Spry4	protein_coding	Spry4	ensembl_havana	2.27566	2.97889	2.72691	1.99297	2.15577	1.51913	2.95549	3.01447	2.53195	2.97618
